0.11,-0.082999997,0.375,-0.65277922,5.1645484,5.052187,73.616814,41.265736,34.538128,0.36452579,277.28836,32.890068,0.17184582,0.25292009
-0.19,-0.081,0.25,-0.76027805,5.4798579,4.2876287,57.657047,47.784798,34.275616,0.20761889,279.19974,57.723244,0.15045132,0.074498557
-0.37,-0.082000002,0.25,-1.4048923,13.304664,6.8824415,42.007923,82.326477,63.326576,-0.92329103,291.26364,29.072647,0.26746461,0
-0.69999999,-0.185,0.1,-1.5262846,15.539928,7.213274,62.75359,96.499329,94.513809,-1.3043153,293.00882,45.747314,0.48357454,0
-1.21,-0.19400001,0.025,2.0347433,21.100477,7.697989,391.22168,124.89865,141.63417,-1.4655892,297.74185,137.13327,0.73844796,0
-0.99000001,-0.186,0.30000001,2.3808329,24.418692,10.499315,162.64235,151.69308,153.5838,-2.0710924,301.38281,114.23331,0.83371055,0
0.12,-0.23100001,0.125,2.4955897,28.324001,15.687615,75.075981,64.807327,199.89651,-2.3229015,300.69266,22.040154,2.0872233,0
-0.079999998,-0.31099999,0.025,2.4365828,28.936699,19.50602,62.128189,54.33675,202.43295,-2.1381826,305.04089,20.480745,2.3922822,0
0.50999999,-0.31,0,-0.21204683,23.996176,14.940043,36.010883,40.37862,148.99481,-1.8132107,298.28162,16.355391,1.5681781,0
0.15000001,-0.373,0.025641026,-0.61396551,17.949852,9.7594099,65.338623,46.789463,91.313995,-2.023968,293.61902,48.722424,0.77565777,0
-0.60000002,-0.419,0.25641027,0.43913469,11.90741,5.4257526,132.3407,57.097523,43.331722,-2.0927536,286.81683,103.55285,0.21779695,0
0.16,-0.382,0.46153846,0.86033452,8.9453125,4.5099325,141.01772,39.236301,27.03326,-2.4809549,276.5072,132.67085,0.12599029,0
0.40000001,-0.30000001,0.30000001,-0.41605943,4.7813468,3.4088936,16.017004,33.631508,22.711117,-2.7164459,282.4642,63.8647,0.094828531,0
0.97000003,-0.106,0.44999999,0.82672793,7.9189854,3.7961824,137.48947,46.233688,32.453842,0.20516193,279.56494,113.91151,0.11660398,0.035714287
1.73,0.079000004,0.5,0.93057406,10.863828,5.9973021,111.63012,89.372719,62.593296,0.54429817,285.1832,99.357643,0.21085222,0
1.26,0.057,0.625,-0.58890998,13.623953,7.636827,17.885008,108.13732,81.613998,0.36189035,296.24698,58.829636,0.35220048,0
1.01,-0.050000001,0.42500001,-0.40778583,19.946203,9.3548737,147.58171,136.31966,124.5078,0.63863254,289.15735,97.324661,0.61918694,0
1.9,-0.056000002,0.52499998,0.35860735,23.366457,11.017493,101.79448,140.94348,152.32112,0.62319613,300.95355,202.19855,0.84056401,0
2.47,-0.017000001,0.72500002,0.65475589,27.475538,15.145041,71.728088,92.21627,194.63727,-0.34089363,303.80511,14.856152,1.8807341,0
1.1799999,-0.16,0.69999999,0.46396393,28.719744,17.474344,34.111771,77.157944,172.98848,-0.71817911,306.34189,50.424335,1.851299,0
0.47,-0.21799999,0.55000001,-0.57133448,24.712776,14.859079,35.311661,43.743343,151.68188,0.8755073,295.68015,17.641296,1.5919312,0
0.68000001,-0.198,0.53846157,-0.65340257,18.843039,9.656764,103.91542,69.058151,95.238976,-0.40429047,291.13416,92.261269,0.71742117,0
1.1900001,-0.16,0.2820513,-0.75608951,13.125784,6.1729369,83.59127,59.358513,52.590256,0.4813419,281.99377,35.587528,0.30630603,0
1.72,-0.0049999999,0.2820513,-1.2053612,0.6149354,2.5396268,28.575155,24.601641,24.411438,-0.79003459,269.31506,41.948994,0.11390366,2.1390579
1.42,-0.109,0.15000001,-1.4464206,2.2796869,3.9558494,30.631559,33.163193,24.814194,-0.85256618,277.16592,33.458084,0.11145802,0.12913404
1.23,-0.090000004,0.1,0.070263252,9.0750427,7.0426512,92.785408,64.391121,47.774693,-1.2964019,274.07007,39.409706,0.25397965,0
1.5599999,-0.127,0.175,0.71898341,11.063475,5.8319435,155.19099,70.522224,52.399727,-1.6907698,282.85519,122.84071,0.19581428,0
