0.11,-0.082999997,0.075000003,-0.94385433,10.832939,8.2026377,16.237434,12.942854,74.929947,0.43975583,283.75226,25.097315,0.72865844,0
-0.19,-0.081,0.050000001,-1.0097717,13.495424,10.592028,21.5905,12.574936,87.53714,1.1675951,291.0072,4.066731,1.0061564,0
-0.37,-0.082000002,0.025,0.52121794,14.976719,11.566931,42.53973,19.59067,123.79427,-0.68851489,288.46466,26.373363,1.1467713,0
-0.69999999,-0.185,0.050000001,-0.47435537,19.508173,20.842121,0,16.082355,195.07449,-0.33227238,297.11993,0.00055729155,1.8382173,0
-1.21,-0.19400001,0.050000001,0.28276822,24.440966,27.153637,16.91234,10.747044,240.61905,-0.94194365,298.82458,2.3852127,2.2508948,0
-0.99000001,-0.186,0.050000001,-0.26187512,27.988613,37.323925,0,6.0290413,257.34216,-0.49503475,302.00998,0,3.1083021,0
0.12,-0.23100001,0,0.13361639,32.120464,37.481297,25.833982,9.6452112,267.08823,-0.62091577,306.3692,9.13309,3.3247387,0
-0.079999998,-0.31099999,0.025,1.1806631,32.189713,31.992031,62.205811,21.359549,211.34044,-0.52843368,306.67047,18.823975,3.1687756,0
0.50999999,-0.31,0,0.12127367,28.952808,28.096619,13.101325,14.092201,178.90161,-0.52766192,294.21936,7.5446577,2.7822778,0
0.15000001,-0.373,0,-0.28822353,21.247242,22.910055,0.34105006,6.0489631,142.91486,-1.1615533,290.70621,0.0031242676,2.0739806,0
-0.60000002,-0.419,0,1.3669885,15.170769,10.72425,55.703259,4.3417926,82.88414,-1.3530265,285.65021,16.654366,0.99964845,0
0.16,-0.382,0.12820514,2.5150437,11.015414,7.0851679,60.087444,16.232708,59.48526,-1.926295,279.78519,59.122448,0.57716739,0
0.40000001,-0.30000001,0.15000001,2.4303792,11.70325,9.2728386,20.229046,16.171158,82.583511,-2.1118453,281.74539,45.877846,0.75519401,0
0.97000003,-0.106,0.75,2.7294226,12.607342,8.4735889,32.591522,25.187761,72.798874,0.13530722,288.17758,46.754364,0.77874333,0
1.73,0.079000004,0.85000002,4.2547216,14.389033,9.911849,71.801308,39.770447,125.29268,1.4976255,294.98257,70.004288,0.91261864,0
1.26,0.057,0.80000001,4.8790092,16.939978,15.776913,5.8964934,16.174637,167.01901,2.4102678,290.67856,3.504823,1.3676969,0
1.01,-0.050000001,0.80000001,5.6351662,24.187147,30.048082,0,11.992982,234.27242,2.9852183,301.83252,0.00075091061,2.6168149,0
1.9,-0.056000002,0.80000001,5.4602585,28.926851,37.752354,0,6.4746447,261.00888,4.655726,303.19836,0,3.109875,0
2.47,-0.017000001,0.82499999,4.5238457,32.83371,40.361652,11.352185,31.669615,248.65999,4.1795244,306.46506,38.144299,3.3135779,0
1.1799999,-0.16,0.97500002,4.7728715,31.505856,31.043839,52.527328,69.367188,199.57777,3.6434033,306.93564,101.01562,2.502013,0
0.47,-0.21799999,0.94999999,5.4686627,31.189983,29.762182,60.544926,37.38398,166.49733,3.2144759,294.37576,55.527283,2.2326891,0
0.68000001,-0.198,0.94871795,5.2130122,22.509905,16.164614,24.997932,34.579926,121.02461,3.2099023,295.73846,22.504322,1.5125937,0
1.1900001,-0.16,0.94871795,4.5322042,15.819235,12.281713,12.066232,11.271975,95.324203,5.5002856,282.71411,11.798055,1.0538502,0
1.72,-0.0049999999,0.94871795,4.1661701,11.825753,7.5670228,29.484756,14.495774,68.310219,5.8028755,285.4364,22.189432,0.62549067,0
1.42,-0.109,0.89999998,3.3040197,11.865133,9.5114899,6.2219777,15.719874,81.925789,5.7464957,288.39529,6.1451492,0.75757605,0
1.23,-0.090000004,0.82499999,2.2180803,13.281738,13.282695,0,9.7737103,105.75357,5.0657306,290.51996,0,1.1716222,0
1.5599999,-0.127,0.67500001,1.1736729,17.304041,18.012165,0,9.2204971,161.59618,4.6291556,289.04434,0,1.5826,0
1,-0.16,0.72500002,1.2445781,19.338009,19.728954,20.531921,8.9458113,192.52325,3.7248721,291.33139,3.7018723,1.7123859,0
0.87,-0.168,0.75,0.7489683,27.294849,35.945961,1.3135915,8.5066996,262.83044,2.557548,303.22607,1.1055077,3.1287756,0
-0.13,-0.32699999,0.75,0.66818297,29.322832,36.949059,1.9976466,8.7070837,263.21555,1.6598819,305.89603,3.3023086,3.1240633,0
-0.34999999,-0.26800001,0.75,2.8125703,32.028767,29.380791,93.896584,31.662125,212.7796,1.5023857,303.88452,38.849735,2.5959189,0
0.0099999998,-0.228,0.69999999,2.6482813,31.431156,27.489241,32.668026,38.785557,179.56441,1.3041673,306.49841,38.094208,2.3829043,0
0.18000001,-0.211,0.97500002,3.872885,29.975031,27.739014,69.902153,57.717617,208.09915,1.3260995,300.31943,128.88892,2.3553886,0
0.43000001,-0.34599999,0.97435898,3.3141453,20.702173,16.99835,7.3245869,17.401583,142.55537,1.5407037,291.55316,3.6310587,1.4778806,0
0.54000002,-0.42699999,0.97435898,3.4077847,15.377498,13.201883,29.657133,7.4961343,89.553757,1.7583469,283.82669,13.247715,1.1000309,0
0.47999999,-0.31999999,0.97435898,4.9199357,10.623078,5.9946146,87.671761,20.611023,51.135998,4.8647265,283.24454,86.434006,0.43497238,0
0.87,-0.35699999,0.97500002,4.7182865,11.031934,7.4498911,23.796478,23.233263,64.228951,4.1288857,275.8649,7.8296728,0.53014779,0
